cards,deck_count
"['Storm-Kiln Artist', 'Eternal Witness', 'Essence Flux']",283
"['Niv-Mizzet, the Firemind', 'Snake Umbra']",268
"['Double Major', 'Twincast', 'Dualcaster Mage']",246
"['Astral Dragon', 'Molten Echoes', 'Parallel Lives']",245
"['Orthion, Hero of Lavabrink', 'Biovisionary']",241
"['Ancient Greenwarden', 'Mina and Denn, Wildborn', 'Retreat to Coralhelm', 'Tireless Provisioner', 'Walking Atlas']",240
"['Kalamax, the Stormsire', ""Chandra's Ignition"", 'Fork']",240
"['Llanowar Scout', 'Retreat to Coralhelm', 'Living Twister']",239
"['Sakura-Tribe Scout', 'Living Twister', 'Retreat to Coralhelm']",230
"['Retreat to Coralhelm', 'Budoka Gardener', 'Gruul Turf']",223
"['Saheeli, Radiant Creator', 'Lightning Runner', 'Aethertide Whale', 'Adrix and Nev, Twincasters']",216
"['Kodama of the East Tree', 'Sakashima of a Thousand Faces', 'Gruul Turf']",208
"['Retreat to Coralhelm', 'Budoka Gardener', 'Izzet Boilerworks']",201
"['Ancient Greenwarden', 'Mina and Denn, Wildborn', 'Lotus Cobra', 'Retreat to Coralhelm', 'Skyshroud Ranger']",199
"['Kodama of the East Tree', 'Simic Growth Chamber', 'Nesting Dragon']",198
"['Saheeli, Radiant Creator', 'Combat Celebrant', ""Gonti's Aether Heart"", 'Decoction Module']",180
"['Kalamax, the Stormsire', ""Chandra's Ignition"", 'Insidious Will']",178
"['Astral Dragon', 'Molten Echoes', 'Doubling Season']",178
"['Displacer Kitten', 'Dockside Extortionist', 'Eternal Witness', 'Essence Flux']",177
"['Brudiclad, Telchor Engineer', 'Biovisionary', 'Helm of the Host']",177
"['Walking Atlas', 'Living Twister', 'Retreat to Coralhelm']",168
"['Riku of Two Reflections', 'Astral Dragon', 'Parallel Lives']",167
"['Kodama of the East Tree', 'Sakashima of a Thousand Faces', 'Izzet Boilerworks']",166
"['Kodama of the East Tree', ""Irenicus's Vile Duplication"", 'Gruul Turf']",166
"['Omnath, Locus of the Roil', 'Abundance', 'Retreat to Coralhelm', 'Sakura-Tribe Scout']",164
"['Riku of Two Reflections', ""Narset's Reversal"", 'Time Warp']",163
"['Brudiclad, Telchor Engineer', 'Biovisionary', ""Irenicus's Vile Duplication""]",155
"['Aminatou, the Fateshifter', 'Nicol Bolas, Dragon-God', 'Oath of Teferi']",5779
"['Breya, Etherium Shaper', 'Nim Deathmantle', ""Ashnod's Altar""]",4245
"['Breya, Etherium Shaper', 'Nim Deathmantle', 'Krark-Clan Ironworks']",3078
"['Breya, Etherium Shaper', 'Eldrazi Displacer', ""Ashnod's Altar""]",3001
"['Breya, Etherium Shaper', 'Eldrazi Displacer', 'Krark-Clan Ironworks']",2145
"['Nicol Bolas, Dragon-God', 'Aminatou, the Fateshifter', 'The Chain Veil']",1373
"['Sophina, Spearsage Deserter', 'Time Sieve']",712
"['Crime Novelist', 'Thopter Foundry', 'Sword of the Meek']",599
"['Jace, Cunning Castaway', 'Nicol Bolas, Dragon-God', 'Oath of Teferi']",449
"['Dockside Extortionist', 'Time Sieve', 'Teleportation Circle']",271
"['Dockside Extortionist', 'Time Sieve', 'Soulherder']",214
"['Smothering Tithe', 'Underworld Breach', 'Whispering Madness']",194
"[""Lae'zel, Vlaakith's Champion"", 'Jace, Cunning Castaway', 'Nicol Bolas, Dragon-God']",185
"['Jace, Cunning Castaway', 'Nicol Bolas, Dragon-God', 'Oath of Gideon']",165
"['Jan Jansen, Chaos Crafter', 'Intruder Alarm']",103
"['Jan Jansen, Chaos Crafter', 'Clock of Omens', 'Encroaching Mycosynth']",90
"['Metallic Sliver', 'Lavabelly Sliver', 'Hibernation Sliver', 'Essence Sliver', ""Herald's Horn""]",64
"['Time Sieve', 'Myr Battlesphere', 'Teleportation Circle', 'Brudiclad, Telchor Engineer']",60
"['Marneus Calgar', 'The Locust God']",55
"['Breya, Etherium Shaper', 'Master Transmuter', 'Phyrexian Altar', 'Clock of Omens']",50
"['Metallic Sliver', 'Lavabelly Sliver', 'Hibernation Sliver', 'Essence Sliver', ""Urza's Incubator""]",47
"[""Azor's Elocutors"", 'Obeka, Splitter of Seconds']",45
"['Marneus Calgar', 'Mana Echoes']",38
"['Time Sieve', 'Myr Battlesphere', 'Teleportation Circle', 'Loyal Apprentice']",32
"['Ratadrabik of Urborg', 'Atsushi, the Blazing Sky', 'Blade of Shared Souls']",29
"['Magister Sphinx', ""Hidetsugu's Second Rite""]",25
"['Breya, Etherium Shaper', 'Master Transmuter', 'Phyrexian Altar', 'Intruder Alarm']",21
"['Marneus Calgar', ""Ashnod's Altar"", 'Zirda, the Dawnwaker']",20
"['Time Sieve', 'Myr Battlesphere', 'Teleportation Circle', 'Saheeli, the Gifted']",19
"[""Gonti's Aether Heart"", 'Mishra, Eminent One', 'Urza, Prince of Kroog']",19
"['Tariel, Reckoner of Souls', 'Intruder Alarm']",16
"['Cayth, Famed Mechanist', 'Viscera Seer']",15
"['Time Sieve', 'Myr Battlesphere', 'Teleportation Circle', 'Mishra, Eminent One']",15
"[""Altaïr Ibn-La'Ahad"", 'Medomai the Ageless', 'Roshan, Hidden Magister']",14
"['Time Sieve', 'Myr Battlesphere', 'Teleportation Circle', 'Daretti, Ingenious Iconoclast']",14
"['Jan Jansen, Chaos Crafter', 'Dross Scorpion', 'Skullclamp', 'Encroaching Mycosynth']",13
"['Cayth, Famed Mechanist', 'Carrion Feeder']",10
"[""Altaïr Ibn-La'Ahad"", 'Medomai the Ageless', 'Maskwood Nexus']",9
"['Cayth, Famed Mechanist', 'Bartolomé del Presidio']",8
"['Time Sieve', 'Myr Battlesphere', 'Teleportation Circle', 'Mahadi, Emporium Master']",8
"['Dihada, Binder of Wills', 'Underworld Breach', 'Release to the Wind']",8
"['Staff of Compleation', 'Nefarious Lich', 'Zedruu the Greathearted']",8
"['Despotic Scepter', 'Nefarious Lich', 'Zedruu the Greathearted']",8
"[""Altaïr Ibn-La'Ahad"", 'Medomai the Ageless', 'Conspiracy']",7
"['All Will Be One', 'Zur, Eternal Schemer', 'Heliod, Sun-Crowned']",7
"['Archfiend of the Dross', 'Heartless Act', 'Zedruu the Greathearted']",6
"[""Altaïr Ibn-La'Ahad"", 'Port Razer', 'Arcane Adaptation']",6
"['Akiri, Line-Slinger', 'Time Sieve', 'Ruthless Technomancer', 'Sword of Hearth and Home']",6
"[""Altaïr Ibn-La'Ahad"", 'Port Razer', 'Leyline of Transformation']",5
"[""Altaïr Ibn-La'Ahad"", 'Medomai the Ageless', 'Arcane Adaptation']",5
"['Jan Jansen, Chaos Crafter', 'Pitiless Plunderer', 'Freed from the Real', 'Krark-Clan Ironworks']",4
"['Jan Jansen, Chaos Crafter', 'Pitiless Plunderer', ""Ashnod's Altar"", 'Freed from the Real']",4
"[""Altaïr Ibn-La'Ahad"", 'Bloodthirster', 'Arcane Adaptation']",4
"['Cayth, Famed Mechanist', 'Yahenni, Undying Partisan']",4
"['Consecrated Sphinx', 'Notion Thief', 'Zedruu the Greathearted']",4
"['Jan Jansen, Chaos Crafter', 'Dross Scorpion', 'Mondrak, Glory Dominus', 'Encroaching Mycosynth']",4
"['Time Sieve', 'Descent into Avernus', 'The Wanderer']",4
"['Ratadrabik of Urborg', 'Bilbo, Retired Burglar', 'Yahenni, Undying Partisan']",3
"['Dihada, Binder of Wills', 'Felidar Guardian', 'Deadeye Navigator']",3
"['Jan Jansen, Chaos Crafter', 'Pitiless Plunderer', ""Pemmin's Aura"", 'Krark-Clan Ironworks']",2
"['Jan Jansen, Chaos Crafter', 'Pitiless Plunderer', ""Ashnod's Altar"", ""Pemmin's Aura""]",2
"['Ratadrabik of Urborg', 'Goblin Bombardment', 'Bilbo, Retired Burglar']",2
"['Ratadrabik of Urborg', ""Ashnod's Altar"", 'Bilbo, Retired Burglar']",2
"['Yawgmoth, Thran Physician', 'The Locust God', 'Cruel Celebrant']",2
"['Yawgmoth, Thran Physician', 'The Locust God', 'Elas il-Kor, Sadistic Pilgrim']",2
"['Optimus Prime, Hero', 'Luminous Broodmoth', 'Sarcatog']",2
"[""Altaïr Ibn-La'Ahad"", 'Medomai the Ageless', 'Leyline of Transformation']",2
"['Nekusar, the Mindrazer', 'Vilis, Broker of Blood', 'Zedruu the Greathearted']",2
"['Wick, the Whorled Mind', 'Bartolomé del Presidio', 'Arcane Adaptation']",2
"['Obeka, Splitter of Seconds', 'Time Sieve', 'Illustrious Wanderglyph']",2
"['Zedruu the Greathearted', 'Knowledge Pool', ""Colfenor's Plans""]",2
"['Zedruu the Greathearted', 'Shadowspear', ""Lich's Mastery""]",2
"['Vilis, Broker of Blood', 'Niv-Mizzet, Parun', 'Queza, Augur of Agonies']",2
"['Vilis, Broker of Blood', 'Niv-Mizzet, the Firemind', 'Queza, Augur of Agonies']",2
"['Vilis, Broker of Blood', 'Niv-Mizzet, the Firemind', 'Shabraz, the Skyshark']",2
"['All Will Be One', 'Zur, Eternal Schemer', 'Phyresis']",2
"['Time Sieve', 'Descent into Avernus', 'Circle of Protection: Red']",2
"['Yore-Tiller Nephilim', 'Port Razer', 'Altar of Dementia']",2
"['Magister Sphinx', 'Aria of Flame', 'Plague Drone']",2
"['Magister Sphinx', 'Aria of Flame', 'Tainted Remedy']",2
"['Luminous Broodmoth', 'Nardole, Resourceful Cyborg', 'Sarcatog']",1
"['Ratadrabik of Urborg', 'Goblin Bombardment', 'Rangers of Ithilien']",1
"['Ratadrabik of Urborg', 'Phyrexian Altar', 'Bilbo, Retired Burglar']",1
"['Ratadrabik of Urborg', 'Bartolomé del Presidio', 'Bilbo, Retired Burglar']",1
"['Ratadrabik of Urborg', 'Viscera Seer', 'Bilbo, Retired Burglar']",1
"['Ratadrabik of Urborg', 'Carrion Feeder', 'Bilbo, Retired Burglar']",1
"['Ratadrabik of Urborg', 'Altar of Dementia', 'Bilbo, Retired Burglar']",1
"['Wick, the Whorled Mind', 'Shilgengar, Sire of Famine', 'Leyline of Transformation']",1
"['Wick, the Whorled Mind', 'Shilgengar, Sire of Famine', 'Arcane Adaptation']",1
"['Yawgmoth, Thran Physician', 'The Locust God', 'Queza, Augur of Agonies']",1
"['Yawgmoth, Thran Physician', 'The Locust God', 'Soul Warden']",1
"['Yawgmoth, Thran Physician', 'The Locust God', 'Daxos, Blessed by the Sun']",1
"['Optimus Prime, Hero', 'Mikaeus, the Unhallowed', ""Ashnod's Altar""]",1
"['Wick, the Whorled Mind', 'Bartolomé del Presidio', 'Leyline of Transformation']",1
"[""Altaïr Ibn-La'Ahad"", 'Bloodthirster', 'Leyline of Transformation']",1
"[""Altaïr Ibn-La'Ahad"", 'Medomai the Ageless', 'Ashes of the Fallen']",1
"['Cayth, Famed Mechanist', 'Woe Strider']",1
"['Cayth, Famed Mechanist', 'Bloodflow Connoisseur']",1
"['Invasion of Amonkhet', 'Ojer Axonil, Deepest Might', 'Bartolomé del Presidio']",1
"['Cold Storage', 'Dockside Extortionist', 'Sharuum the Hegemon']",1
"['Bladewing the Risen', 'Moritte of the Frost']",937
"['Jace, Cunning Castaway', 'Nicol Bolas, Dragon-God', 'Pir, Imaginative Rascal']",70
"['Kodama of the East Tree', 'Dimir Aqueduct', 'Omnath, Locus of Rage']",49
"['Miirym, Sentinel Wyrm', 'Bladewing the Risen', ""Ashnod's Altar""]",48
"['Retreat to Coralhelm', 'Sakura-Tribe Scout', 'Rakdos Carnarium']",40
"['Retreat to Coralhelm', 'Llanowar Scout', 'Rakdos Carnarium']",35
"['Murderous Redcap', 'Master Biomancer']",30
"['Miirym, Sentinel Wyrm', 'Bladewing the Risen', 'Phyrexian Altar']",28
"['Miirym, Sentinel Wyrm', 'Bladewing the Risen', 'Altar of Dementia']",25
"['Venerated Rotpriest', 'Slaughter Pact', 'Djinn Illuminatus']",22
"['Retreat to Coralhelm', 'Scaled Herbalist', 'Rakdos Carnarium']",22
"['Escape Protocol', 'Fluctuator', 'Bone Miser', 'Eternal Witness', 'Sheltered Thicket']",20
"['Yurlok of Scorch Thrash', 'Freed from the Real', 'Chromatic Orrery']",19
"['Escape Protocol', 'Fluctuator', 'Bone Miser', 'Eternal Witness', 'Canyon Slough']",19
"['Retreat to Coralhelm', 'Skyshroud Ranger', 'Rakdos Carnarium']",18
"['Tana, the Bloodsower', 'Time Sieve', 'Encroaching Mycosynth']",12
"['Archelos, Lagoon Mystic', 'Patron of the Moon', 'Izzet Boilerworks']",12
"['Escape Protocol', 'Fluctuator', 'Bone Miser', 'Tilling Treefolk', 'Sheltered Thicket']",12
"['Murderous Redcap', 'Zameck Guildmage']",11
"['Escape Protocol', 'Fluctuator', 'Surly Badgersaur', 'Eternal Witness', 'Fetid Pools']",11
"['Escape Protocol', 'Fluctuator', 'Bone Miser', 'Tilling Treefolk', 'Canyon Slough']",11
"[""Ognis, the Dragon's Lash"", 'Time Sieve']",10
"['Escape Protocol', 'Fluctuator', 'Surly Badgersaur', 'Eternal Witness', 'Canyon Slough']",10
"['Escape Protocol', 'Fluctuator', 'Bone Miser', 'Eternal Witness', 'Smoldering Crater']",10
"['Patron of the Moon', 'Lotus Cobra', 'Rakdos Carnarium']",9
"['Wight of the Reliquary', 'Retreat to Coralhelm', 'Omnath, Locus of Rage']",9
"['Tana, the Bloodsower', 'Time Sieve', 'Mycosynth Lattice']",9
"['Archelos, Lagoon Mystic', 'Patron of the Moon', 'Gruul Turf']",9
"['Escape Protocol', 'Fluctuator', 'Surly Badgersaur', 'Eternal Witness', 'Polluted Mire']",9
"['Yurlok of Scorch Thrash', 'Umbral Mantle', 'Training Grounds']",8
"['Tana, the Bloodsower', 'Time Sieve', 'Biotransference']",8
"['Charnelhoard Wurm', 'Capture of Jingzhou']",8
"['Archelos, Lagoon Mystic', 'Patron of the Moon', 'Rakdos Carnarium']",8
"['Murderous Redcap', 'Combine Guildmage']",7
"['Kodama of the East Tree', 'Spark Double', 'Rakdos Carnarium']",7
"['Kodama of the East Tree', 'Sakashima of a Thousand Faces', 'Rakdos Carnarium']",7
"['Yurlok of Scorch Thrash', 'Umbral Mantle', ""Biomancer's Familiar""]",7
"['Charnelhoard Wurm', 'Time Warp']",7
"['Miirym, Sentinel Wyrm', 'Bladewing the Risen', 'Goblin Bombardment']",7
"['Yurlok of Scorch Thrash', ""Pemmin's Aura"", 'Chromatic Orrery']",7
"['Patron of the Moon', 'Tireless Provisioner', 'Rakdos Carnarium']",6
"['Kodama of the East Tree', 'Sakashima the Impostor', 'Rakdos Carnarium']",6
"['Underworld Breach', 'Squandered Resources', 'Splendid Reclamation', 'Windfall']",6
"['Charnelhoard Wurm', 'Walk the Aeons']",6
"['Archelos, Lagoon Mystic', 'Zimone, Quandrix Prodigy', 'Retreat to Coralhelm', 'Izzet Boilerworks']",6
"['Archelos, Lagoon Mystic', 'Zimone, Quandrix Prodigy', 'Retreat to Coralhelm', 'Gruul Turf']",6
"['Kodama of the East Tree', 'Toggo, Goblin Weaponsmith', 'Dimir Aqueduct']",6
"['Retreat to Coralhelm', 'Budoka Gardener', 'Rakdos Carnarium']",6
"['Escape Protocol', 'Fluctuator', 'Bone Miser', 'Tilling Treefolk', 'Smoldering Crater']",6
"['Charnelhoard Wurm', 'Temporal Manipulation']",5
"['Boneyard Scourge', 'Miirym, Sentinel Wyrm', 'Phyrexian Altar']",5
"['Archelos, Lagoon Mystic', 'Zimone, Quandrix Prodigy', 'Retreat to Coralhelm', 'Rakdos Carnarium']",5
"['Kodama of the East Tree', 'Dimir Aqueduct', 'Nesting Dragon']",5
"['Charming Scoundrel', 'Deadeye Navigator', 'Yarok, the Desecrated']",4
"['Escape Protocol', 'Fluctuator', 'Surly Badgersaur', 'Tilling Treefolk', 'Fetid Pools']",4
"['Lonis, Genetics Expert', 'Jenny Flint', 'Sarcatog']",3
"['The Locust God', 'Korvold, Fae-Cursed King', ""Ashnod's Altar""]",3
"['The Locust God', 'Korvold, Fae-Cursed King', 'Altar of Dementia']",3
"['Kodama of the East Tree', ""Irenicus's Vile Duplication"", 'Rakdos Carnarium']",3
"['The Chain Veil', ""Ashnod's Altar"", 'Ral Zarek', 'Garruk, Cursed Huntsman']",3
"['Dockside Extortionist', 'Yarok, the Desecrated', 'Shrieking Drake']",3
"['Volrath, the Shapestealer', 'Akki Battle Squad']",3
"['Ganax, Astral Hunter', 'Astral Dragon', 'Strionic Resonator', 'Karrthus, Tyrant of Jund']",3
"['The Locust God', 'Moldervine Reclamation', ""Ashnod's Altar""]",3
"['Yurlok of Scorch Thrash', 'Freed from the Real', 'Mycosynth Lattice']",3
"['Escape Protocol', 'Fluctuator', 'Surly Badgersaur', 'Tilling Treefolk', 'Polluted Mire']",3
"['Escape Protocol', 'Fluctuator', 'Surly Badgersaur', 'Tilling Treefolk', 'Canyon Slough']",3
"['Nadir Kraken', 'Korvold, Fae-Cursed King', ""Ashnod's Altar""]",3
"['Skirk Prospector', 'Putrid Goblin', 'Zameck Guildmage']",2
"['Lonis, Genetics Expert', 'Sarcatog', 'Spark Double']",2
"['Lonis, Genetics Expert', 'Sarcatog', ""Irenicus's Vile Duplication""]",2
"['Lonis, Genetics Expert', 'Sarcatog', 'Double Major']",2
"['Lonis, Genetics Expert', ""Tarrian's Soulcleaver"", 'Sarcatog']",2
"['Lonis, Genetics Expert', 'Piper Wright, Publick Reporter', 'Sarcatog']",2
"['Nekusar, the Mindrazer', 'Echo of Eons', 'Triumph of the Hordes']",2
"['Windfall', 'Triumph of the Hordes', 'Nekusar, the Mindrazer']",2
"['Basalt Monolith', 'Mishra, Eminent One', ""Biomancer's Familiar""]",2
"['Hazel of the Rootbloom', 'Time Sieve', 'There and Back Again']",2
"['The Locust God', 'Korvold, Fae-Cursed King', 'Thermopod']",2
"['The Locust God', 'Dragon Appeasement', 'Thermopod']",2
"['The Locust God', 'Korvold, Fae-Cursed King', 'Blasting Station']",2
"['The Locust God', 'Dragon Appeasement', 'Blasting Station']",2
"['Nadir Kraken', 'Korvold, Fae-Cursed King', 'Thermopod']",2
"['The Locust God', 'Korvold, Fae-Cursed King', 'Goblin Bombardment']",2
"['Nadir Kraken', 'Dragon Appeasement', ""Ashnod's Altar""]",2
"['Nadir Kraken', 'Dragon Appeasement', 'Thermopod']",2
"['The Locust God', 'Dragon Appeasement', 'Goblin Bombardment']",2
"['The Locust God', 'Dragon Appeasement', ""Ashnod's Altar""]",2
"['The Locust God', 'Dragon Appeasement', 'Altar of Dementia']",2
"['The Locust God', 'Laid to Rest', 'Conspiracy', 'Altar of Dementia']",2
"['The Locust God', 'Laid to Rest', 'Conspiracy', ""Ashnod's Altar""]",2
"['The Locust God', 'Laid to Rest', 'Conspiracy', 'Phyrexian Altar']",2
"['Volrath, the Shapestealer', 'Morselhoarder', 'Devoted Druid']",2
"['Cadaverous Bloom', 'Skullclamp', 'The Locust God']",2
"['Intruder Alarm', 'Jund Battlemage']",2
"['Escape Protocol', 'Fluctuator', 'Surly Badgersaur', 'Greenwarden of Murasa', 'Canyon Slough']",2
"['Peregrin Took', 'Cauldron Familiar', 'Goblin Bombardment', 'Teval, the Balanced Scale']",1
"['Kheru Goldkeeper', 'Gravecrawler', 'Goblin Bombardment']",1
"['Magar of the Magic Strings', 'Rise of the Eldrazi', 'Jadzi, Oracle of Arcavios']",1
"['Skirk Prospector', 'Putrid Goblin', 'Master Biomancer']",1
"['Chatterfang, Squirrel General', 'Prosperous Partnership', 'Academy Manufactor']",54
"['Murderous Redcap', 'Good-Fortune Unicorn']",52
"[""Mayael's Aria"", 'Wall of Blood']",43
"['Kodama of the East Tree', 'Orzhov Basilica', 'Omnath, Locus of Rage']",42
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Teysa Karlov', 'Goblin Bombardment']",41
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Teysa Karlov', 'Viscera Seer']",37
"['Ob Nixilis, Captive Kingpin', 'Shalai and Hallar']",36
"['Kodama of the East Tree', 'Gruul Turf', 'The Necrobloom']",35
"[""Mayael's Aria"", 'Lord of Extinction']",28
"['Murderous Redcap', 'Good-Fortune Unicorn', ""Ashnod's Altar""]",28
"['Murderous Redcap', 'Good-Fortune Unicorn', 'Phyrexian Altar']",24
"[""Mayael's Aria"", 'Dark Depths', 'Vampire Hexmage']",23
"['Kodama of the East Tree', 'Rakdos Carnarium', 'Felidar Retreat']",22
"['Kodama of the East Tree', 'Boros Garrison', 'The Necrobloom']",21
"['Satsuki, the Living Lore', 'There and Back Again', 'Hex Parasite', 'Staff of Domination']",21
"[""Jinnie Fay, Jetmir's Second"", 'Pitiless Plunderer', ""Ashnod's Altar""]",20
"['Luminous Broodmoth', 'Phyrexian Altar', 'Slimefoot and Squee']",19
"['Murderous Redcap', 'Good-Fortune Unicorn', 'Altar of Dementia']",19
"['Murderous Redcap', 'Juniper Order Ranger']",18
"['Kodama of the East Tree', 'Rakdos Carnarium', 'The Necrobloom']",16
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Teysa Karlov', 'Carrion Feeder']",16
"['Ghave, Guru of Spores', 'Mana Echoes']",15
"['The Necrobloom', 'Surly Badgersaur']",11
"[""Jinnie Fay, Jetmir's Second"", 'Pitiless Plunderer', 'Goblin Bombardment']",11
"['Saffi Eriksdotter', 'Body Launderer', 'Goblin Bombardment']",10
"['Slimefoot, the Stowaway', ""Ashnod's Altar"", 'Zirda, the Dawnwaker']",10
"[""Jinnie Fay, Jetmir's Second"", 'Pitiless Plunderer', 'Phyrexian Altar']",10
"[""Mayael's Aria"", 'Dark Depths', 'Mutated Cultist']",9
"['Dihada, Binder of Wills', ""Luxior, Giada's Gift"", 'Emiel the Blessed']",9
"['Ziatora, the Incinerator', 'Malignus', 'Gisela, Blade of Goldnight']",9
"[""Mayael's Aria"", 'Dark Depths', 'Aether Snap']",8
"[""Mayael's Aria"", 'Hatred']",8
"['Kodama of the East Tree', 'Rakdos Carnarium', 'Emeria Angel']",8
"['Saffi Eriksdotter', 'Crypt Champion']",8
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Teysa Karlov', 'Altar of Dementia']",6
"[""Mayael's Aria"", 'Willowdusk, Essence Seer']",6
"['Kodama of the East Tree', 'Rakdos Carnarium', 'Retreat to Emeria']",6
"['Emiel the Blessed', 'Kalain, Reclusive Painter', 'Zirda, the Dawnwaker']",5
"['Havi, the All-Father', 'Saffi Eriksdotter', 'Yahenni, Undying Partisan']",5
"['Kodama of the East Tree', 'Rakdos Carnarium', 'Maja, Bretagard Protector']",5
"['Ghave, Guru of Spores', 'Grumgully, the Generous', ""Ashnod's Altar""]",5
"['Havi, the All-Father', 'Saffi Eriksdotter', 'Bartolomé del Presidio']",4
"['Ghave, Guru of Spores', 'Kresh the Bloodbraided', 'Phyrexian Altar']",4
"['Yurlok of Scorch Thrash', 'Umbral Mantle', 'Zirda, the Dawnwaker']",4
"['Ghave, Guru of Spores', 'Ivy Lane Denizen', 'Mana Echoes']",4
"['Dune-Brood Nephilim', 'Aggravated Assault', 'Phyrexian Altar']",4
"['Shilgengar, Sire of Famine', ""Jinnie Fay, Jetmir's Second""]",3
"['Satsuki, the Living Lore', 'There and Back Again', 'Hex Parasite', 'Umbral Mantle']",3
"[""Mayael's Aria"", 'Minion of the Wastes']",3
"['Cadaverous Bloom', 'Zirda, the Dawnwaker', 'Xantcha, Sleeper Agent']",3
"['Murderous Redcap', 'Fanatical Devotion', 'Renata, Called to the Hunt']",3
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Sprouting Thrinax', 'Bartolomé del Presidio']",2
"['Selvala, Heart of the Wilds', 'Slimefoot and Squee', 'Bartolomé del Presidio', 'Samut, Voice of Dissent']",2
"['Emiel the Blessed', 'Skullport Merchant', 'Zirda, the Dawnwaker']",2
"['Ghave, Guru of Spores', 'Kresh the Bloodbraided', ""Ashnod's Altar""]",2
"['Emiel the Blessed', 'Alena, Kessig Trapper', 'Garna, the Bloodflame']",2
"[""Jinnie Fay, Jetmir's Second"", 'Tooth and Claw', 'Pitiless Plunderer']",2
"['Necrotic Ooze', 'Barrenton Medic', 'Morselhoarder']",2
"['Kodama of the East Tree', 'Orzhov Basilica', 'Nesting Dragon']",2
"['Kodama of the East Tree', 'Toggo, Goblin Weaponsmith', 'Orzhov Basilica']",2
"['Vigor', ""Lae'zel, Vlaakith's Champion"", 'Deathbringer Thoctar']",1
"['Havi, the All-Father', 'Gerrard, Weatherlight Hero', 'Yahenni, Undying Partisan']",1
"['Havi, the All-Father', 'Gerrard, Weatherlight Hero', 'Shilgengar, Sire of Famine']",1
"['Stimulus Package', 'Warren Soultrader', 'Elas il-Kor, Sadistic Pilgrim']",1
"['Stimulus Package', 'Warren Soultrader', 'Cruel Celebrant']",1
"['Skirk Prospector', 'Putrid Goblin', 'Good-Fortune Unicorn']",1
"['Selvala, Heart of the Wilds', 'Slimefoot and Squee', 'Bartolomé del Presidio', 'Urabrask the Hidden']",1
"['Selvala, Heart of the Wilds', 'Slimefoot and Squee', 'Thermopod', 'Samut, Voice of Dissent']",1
"['Selvala, Heart of the Wilds', 'Slimefoot and Squee', 'Phyrexian Altar', 'Samut, Voice of Dissent']",1
"['Selvala, Heart of the Wilds', 'Slimefoot and Squee', 'Samut, Voice of Dissent', 'Yahenni, Undying Partisan']",1
"['Emiel the Blessed', 'Skullport Merchant', 'Agatha of the Vile Cauldron']",1
"['Emiel the Blessed', 'Kalain, Reclusive Painter', 'Agatha of the Vile Cauldron']",1
"['Kodama of the East Tree', 'Sarinth Greatwurm', 'Orzhov Basilica']",1
"['Adaptive Gemguard', 'Ghave, Guru of Spores', 'Thermopod', 'Parallel Lives']",1
"['Adaptive Gemguard', 'Ghave, Guru of Spores', 'Thermopod', 'Ojer Taq, Deepest Foundation']",1
"['Adaptive Gemguard', 'Ghave, Guru of Spores', 'Thermopod', 'Kaya, Geist Hunter']",1
"['Adaptive Gemguard', 'Ghave, Guru of Spores', 'Thermopod', 'Doubling Season']",1
"['Adaptive Gemguard', 'Ghave, Guru of Spores', 'Thermopod', 'Mondrak, Glory Dominus']",1
"['Ghave, Guru of Spores', 'Sadistic Glee', 'Thermopod']",1
"['Ghave, Guru of Spores', 'Battle of Hoover Dam', 'Thermopod']",1
"['Wasitora, Nekoru Queen', 'Breath of Fury', 'Samut, Voice of Dissent']",1
"[""Jinnie Fay, Jetmir's Second"", 'Gemcutter Buccaneer', 'Conspiracy']",1
"['Dogmeat, Ever Loyal', ""Kaya's Ghostform"", 'Phyrexian Altar']",1
"['Prowling Geistcatcher', 'Saffi Eriksdotter', 'Goblin Bombardment']",1
"['Grenzo, Dungeon Warden', ""Ashnod's Altar"", 'Wheel of Sun and Moon']",1
"['Breath of Fury', 'Dune-Brood Nephilim', 'Urabrask the Hidden']",1
"['Breath of Fury', 'Dune-Brood Nephilim', 'Mass Hysteria']",1
"['Atla Palani, Nest Tender', 'Mortuary', 'Viscera Seer']",1
"['Atla Palani, Nest Tender', 'Mortuary', 'Blasting Station']",1
"['Atla Palani, Nest Tender', 'Mortuary', 'Goblin Bombardment']",1
"['Atla Palani, Nest Tender', 'Mortuary', 'Phyrexian Altar']",1
"['Atla Palani, Nest Tender', 'Mortuary', ""Ashnod's Altar""]",1
"['Cinderhaze Wretch', 'Elemental Mastery', 'Sigil of the Nayan Gods']",1
"['Lurking Roper', 'Elemental Mastery', 'Pious Evangel']",1
"[""Jinnie Fay, Jetmir's Second"", 'Essence of Orthodoxy', 'Conspiracy']",1
"['Goldspan Dragon', 'Flickering Ward', 'Korvold, Fae-Cursed King']",1
"['Murderous Redcap', ""Martyr's Cause"", 'Renata, Called to the Hunt']",1
"[""Basri's Lieutenant"", 'Grumgully, the Generous', 'Carrion Feeder']",1
"[""Basri's Lieutenant"", 'Grumgully, the Generous', 'Viscera Seer']",1
