name,saltiness,deck_count
Likeness Looter,0.17,44623
Mystifying Maze,0.17,12303
Fertilid,0.17,53936
Disenchant,0.17,94497
Ninja of the Deep Hours,0.17,32125
Shelter,0.17,31211
Elvish Mystic,0.17,469155
Westvale Abbey,0.17,66419
Ponder,0.17,349152
Kodama's Reach,0.17,824494
Restoration Angel,0.17,66207
Nadir Kraken,0.17,50732
Triplicate Titan,0.17,44296
Masked Vandal,0.17,62487
"Yarus, Roar of the Old Gods",0.17,3469
Secret Passage,0.17,2431
Cactusfolk Sureshot,0.17,11489
Stonybrook Banneret,0.17,37066
Frost Fair Lure Fish,0.17,1392
Overgrown Battlement,0.17,27943
Dirtwater Wraith,0.17,745
Freewind Equenaut,0.17,223
Bushmeat Poacher,0.17,3190
Oketra's Monument,0.17,98898
Burning Shield Askari,0.17,160
Spell Blast,0.17,1082
"Hallar, the Firefletcher",0.17,199
Dragon Scales,0.17,1015
Goblin Settler,0.17,1340
Battered Golem,0.17,7314
Tattered Mummy,0.17,4279
Sacrifice,0.17,28140
Metathran Aerostat,0.17,57
Steam Augury,0.17,3499
Scrap,0.17,381
March of the Multitudes,0.17,40250
Storm Skreelix,0.17,2541
"Lobelia, Defender of Bag End",0.17,16682
Mistform Mutant,0.17,929
Al-abara's Carpet,0.17,183
Nezumi Ronin,0.17,639
Cut the Earthly Bond,0.17,202
Decompose,0.17,64
Favored Hoplite,0.17,1410
Root Cage,0.17,33
Dread Presence,0.17,44639
Archon of the Wild Rose,0.17,10640
Sparktongue Dragon,0.17,1246
Indulging Patrician,0.17,22406
Soulblast,0.17,1052
Alarum,0.17,323
Reject,0.17,2248
Sunshot Militia,0.17,8288
Aura Barbs,0.17,520
Riftsweeper,0.17,8390
Floodchaser,0.17,194
Ghastly Discovery,0.17,345
Dread Cacodemon,0.17,5281
Sarkhan Unbroken,0.17,18723
Marsh Crocodile,0.17,158
Koma's Faithful,0.17,2207
Pip-Boy 3000,0.17,27770
Hunted Troll,0.17,9225
Hypnotic Sprite,0.17,17446
Liliana's Scorn,0.17,818
Primal Empathy,0.17,16547
Preemptive Strike,0.17,130
Port Inspector,0.17,62
Necra Sanctuary,0.17,91
Death of a Thousand Stings,0.17,295
Jovial Evil,0.17,37
Gavony Dawnguard,0.17,589
"Ojutai, Soul of Winter",0.17,12108
Stormcaller's Boon,0.17,931
Ray of Erasure,0.17,1153
"Minsc, Beloved Ranger",0.17,3025
Mischievous Quanar,0.17,6329
Eternal Skylord,0.17,25251
"Aradesh, the Founder",0.17,3670
Burning-Tree Emissary,0.17,4340
Heraldic Banner,0.17,103748
Cabaretti Charm,0.17,17700
Pack Leader,0.17,21202
Paragon of Gathering Mists,0.17,1115
Emmara Tandris,0.17,8030
Goblin Snowman,0.17,1115
Stormscape Battlemage,0.17,172
Fire Elemental,0.17,533
View from Above,0.17,2458
Capricopian,0.17,12886
Ronom Unicorn,0.17,3444
Ceremonial Guard,0.17,9
Shorecrasher Mimic,0.17,88
An-Havva Township,0.17,273
Moonbow Illusionist,0.17,631
Bloodtithe Harvester,0.17,12307
Godsire,0.17,3948
Caged Zombie,0.17,579
Aura Finesse,0.17,1667
Lord Skitter's Butcher,0.17,19763
"Chandra, Dressed to Kill",0.17,16698
Conversion Chamber,0.17,790
Dirge Bat,0.17,13056
Chronic Flooding,0.17,4414
The Elder Dragon War,0.17,12950
Fallen Ideal,0.17,8852
Scorch Spitter,0.17,4013
Vaevictis Asmadi,0.17,427
Goblin Piledriver,0.17,15729
Council Guardian,0.17,2360
Savage Twister,0.17,6480
Plague Witch,0.17,454
Expel,0.17,1984
Den Protector,0.17,19744
Angelic Ascension,0.17,6027
Shauku's Minion,0.17,10
Gruesome Slaughter,0.17,9342
Bombadil's Song,0.17,15917
Sokenzan Renegade,0.17,175
Geier Reach Bandit,0.17,7979
Metalwork Colossus,0.17,52125
"Eloise, Nephalia Sleuth",0.17,8024
Woodland Champion,0.17,4358
Experiment Twelve,0.17,11364
Thelonite Hermit,0.17,14215
"Darigaaz, the Igniter",0.17,790
Youthful Valkyrie,0.17,26689
Wanderlust,0.17,130
Transmogrant's Crown,0.17,11007
Loyal Subordinate,0.17,23470
Kiss of the Amesha,0.17,327
Concerted Defense,0.17,3314
Rith's Attendant,0.17,52
Happily Ever After,0.17,3983
Doomskar Warrior,0.17,6268
Serum Raker,0.17,56
Rainbow Efreet,0.17,189
Edifice of Authority,0.17,750
Ruination Wurm,0.17,230
Relic Vial,0.17,9134
Shadow Kin,0.17,15108
Caparocti Sunborn,0.17,6355
Sawtusk Demolisher,0.17,18372
Spy Network,0.17,4010
Cleanfall,0.17,862
Spikeshot Elder,0.17,2713
Psionic Gift,0.17,1534
Hobbit's Sting,0.17,9347
Keep Watch,0.17,25430
Sparkcaster,0.17,298
Skystrike Officer,0.17,6082
Fertile Imagination,0.17,1327
Fae Offering,0.17,14017
Blade of the Bloodchief,0.17,43462
Rhox Pummeler,0.17,547
Consign to Dust,0.17,1676
The Long Reach of Night,0.17,9006
Perplex,0.17,17400
Out of the Way,0.17,818
Yasmin Khan,0.17,3847
"Runadi, Behemoth Caller",0.17,15366
Benalish Emissary,0.17,80
Blindblast,0.17,2056
Trench Wurm,0.17,170
"Orim, Samite Healer",0.17,317
Roar of Challenge,0.17,16292
Whiteout,0.17,402
Endless Cockroaches,0.17,4923
Cleaver Skaab,0.17,29897
Outlaw Stitcher,0.17,1665
Izzet Charm,0.17,72497
Combine Chrysalis,0.17,20669
Djinn of Wishes,0.17,2333
Sudden Salvation,0.17,2303
Bewitching Leechcraft,0.17,1122
Malakir Rebirth,0.17,233428
Lobotomy,0.17,105
Towering Titan,0.17,12871
Drach'Nyen,0.17,6776
Goblin Heelcutter,0.17,1234
Spectral Arcanist,0.17,6722
Tegan Jovanka,0.17,5870
Traverse Eternity,0.17,10492
Pledge of Unity,0.17,13462
No One Left Behind,0.17,5209
Chatter of the Squirrel,0.17,12839
Worn Powerstone,0.17,150577
Minas Tirith Garrison,0.17,2867
Kami of Industry,0.17,539
Greater Stone Spirit,0.17,111
Flying Men,0.17,635
Infernal Harvest,0.17,192
Tale of Tinúviel,0.17,12021
Architect of the Untamed,0.17,7123
Two-Headed Sliver,0.17,17066
Nylea's Forerunner,0.17,7674
History of Benalia,0.17,7859
Through the Breach,0.17,1722
Bontu the Glorified,0.17,9344
Shelob's Ambush,0.17,10503
Orcish Farmer,0.17,158
Kabira Vindicator,0.17,1143
Oath of Nissa,0.17,16004
Green Scarab,0.17,416
Jaya's Phoenix,0.17,13851
Ghirapur Orrery,0.17,39255
Cephalid Coliseum,0.17,87132
Ranar the Ever-Watchful,0.17,3592
Profane Memento,0.17,7339
Fugitive of the Judoon,0.17,2333
Tradewind Rider,0.17,1220
Foriysian Totem,0.17,563
Shimmering Mirage,0.17,4689
Midsummer Revel,0.17,287
Thief of Hope,0.17,2331
Grasping Giant,0.17,1378
Schismotivate,0.17,259
Suspicious Stowaway,0.17,4347
Emergent Sequence,0.17,6889
Wolfir Silverheart,0.17,4692
Harsh Mercy,0.17,10623
"Ezrim, Agency Chief",0.17,3641
Agatha's Champion,0.17,749
Reach of Shadows,0.17,147
Breathless Knight,0.17,5375
Hunter's Prowess,0.17,20277
Deepwater Hypnotist,0.17,283
Wolfcaller's Howl,0.17,8788
Welding Jar,0.17,29844
Gauntlets of Light,0.17,5795
Daru Spiritualist,0.17,417
Gnarled Professor,0.17,702
Memory Deluge,0.17,16674
Cephalopod Sentry,0.17,5605
Tandem Takedown,0.17,2992
Splendid Agony,0.17,3906
Cloak of the Bat,0.17,18357
Warlord's Elite,0.17,181
Haytham Kenway,0.17,6276
Combat Calligrapher,0.17,19256
Storm Strike,0.17,993
Undergrowth,0.17,920
Battlewise Aven,0.17,78
River's Grasp,0.17,90
Survivor's Med Kit,0.17,2973
Helvault,0.17,789
Remove Enchantments,0.17,457
Death Tyrant,0.17,13713
Soul Strings,0.17,241
Witness the Future,0.17,2009
Cagemail,0.17,110
Serpent Warrior,0.17,26
Cho-Manno's Blessing,0.17,3854
Michiko's Reign of Truth,0.17,24671
Noble Hierarch,0.17,102618
Primeval Bounty,0.17,38239
Trenzalore Clocktower,0.17,24709
Tarnation Vista,0.17,7682
Sylvan Caryatid,0.17,42179
Hint of Insanity,0.16,40
Silkguard,0.16,41799
Palani's Hatcher,0.16,26830
Collective Resistance,0.16,62554
Urborg,0.16,9037
"Vraan, Executioner Thane",0.16,35456
Nature's Lore,0.16,859206
Creeping Bloodsucker,0.16,76794
"Drana, Liberator of Malakir",0.16,73891
Herd Baloth,0.16,27498
Mage Slayer,0.16,27874
Nylea's Intervention,0.16,24698
Into the North,0.16,25769
"Gadrak, the Crown-Scourge",0.16,29577
Biophagus,0.16,42036
Azure Beastbinder,0.16,17429
Eagle Vision,0.16,19330
Hall of Storm Giants,0.16,21898
Young Pyromancer,0.16,123888
Evie Frye,0.16,11638
Incarnation Technique,0.16,31947
"Shaun, Father of Synths",0.16,12097
"Vrestin, Menoptra Leader",0.16,3684
Veteran Guardmouse,0.16,3449
"Camellia, the Seedmiser",0.16,24040
Romana II,0.16,3406
Fell,0.16,25400
Sentinel Sarah Lyons,0.16,9675
Pawpatch Formation,0.16,13707
Aether Spellbomb,0.16,36184
Pelakka Predation,0.16,6976
Vault 13: Dweller's Journey,0.16,3026
Vengeful Regrowth,0.16,6952
Rapid Augmenter,0.16,9052
Peri Brown,0.16,5198
Flowerfoot Swordmaster,0.16,4229
Hazel's Brewmaster,0.16,28147
Crucible of Fire,0.16,35734
Asmodeus the Archfiend,0.16,17616
Thought-Stalker Warlock,0.16,3875
Pyrotechnic Performer,0.16,6137
Armored Skyhunter,0.16,42757
Flaming Fist,0.16,22991
Needleverge Pathway,0.16,113710
Indulgent Aristocrat,0.16,42875
Wolfwillow Haven,0.16,23995
Farseek,0.16,935878
Lion Sash,0.16,75160
Dire Tactics,0.16,18550
Impervious Greatwurm,0.16,24928
Song-Mad Treachery,0.16,15734
You Are Already Dead,0.16,17463
Migration Path,0.16,89508
Lae'zel's Acrobatics,0.16,43095
Death Baron,0.16,64640
Fyndhorn Elves,0.16,321638
Volatile Fault,0.16,37503
Tempting Contract,0.16,31982
Boltbender,0.16,7198
Ajani's Chosen,0.16,33607
Wojek Investigator,0.16,21495
Grim Reaper's Sprint,0.16,18717
Naya Charm,0.16,45414
Tectonic Hazard,0.16,41552
The Pride of Hull Clade,0.16,14662
Loyal Guardian,0.16,45153
Chronomancer,0.16,16100
Smothering Abomination,0.16,32701
Folk Hero,0.16,27478
Voldaren Epicure,0.16,20326
Helm of the Gods,0.16,27269
Emberheart Challenger,0.16,6259
Marauding Sphinx,0.16,1559
Fangs of Kalonia,0.16,28430
Copy Catchers,0.16,1968
Brotherhood Scribe,0.16,12742
"Sokrates, Athenian Teacher",0.16,12428
Rampant Growth,0.16,933430
Journey to Eternity,0.16,36021
Feign Death,0.16,60568
Scour from Existence,0.16,23678
"Yoshimaru, Ever Faithful",0.16,23181
Inkwell Leviathan,0.16,23461
Blood Pet,0.16,33720
Deserted Temple,0.16,36406
The Tenth Doctor,0.16,11207
Eddymurk Crab,0.16,2633
"Admiral Brass, Unsinkable",0.16,6939
Brambleguard Veteran,0.16,2984
Bloodsoaked Insight,0.16,23480
Scepter of Celebration,0.16,16902
Drowner of Truth,0.16,12992
Ancestral Reminiscence,0.16,4751
"Kirri, Talented Sprout",0.16,4009
"Dragonhawk, Fate's Tempest",0.16,27156
"Ezio, Brash Novice",0.16,4904
Dragonlord's Servant,0.16,75811
Nomad Outpost,0.16,182827
Bedrock Tortoise,0.16,18829
"Koth, Fire of Resistance",0.16,30535
Abzan Falconer,0.16,66015
Firemane Commando,0.16,59760
Reassembling Skeleton,0.16,105037
Ilysian Caryatid,0.16,61937
Vengeful Tracker,0.16,4463
"Armix, Filigree Thrasher",0.16,17232
Hyperion Blacksmith,0.16,27
Raugrin Triome,0.16,161804
Mycoloth,0.16,49319
Cultivate,0.16,1218707
Tomb of the Spirit Dragon,0.16,60428
Arena of Glory,0.16,107886
Spymaster's Vault,0.16,52446
Silverwing Squadron,0.16,26702
Daring Discovery,0.16,5160
Worldsoul's Rage,0.16,18716
Psychic Paper,0.16,14143
Metamorphic Blast,0.16,3969
Quick Draw,0.16,2487
Cemetery Illuminator,0.16,7508
Indomitable Might,0.16,24247
"Raff Capashen, Ship's Mage",0.16,18960
Prize Pig,0.16,22466
Djeru and Hazoret,0.16,20751
Death Kiss,0.16,24343
Crawling Infestation,0.16,25320
"Lozhan, Dragons' Legacy",0.16,32659
King of the Pride,0.16,28651
Tyvar's Stand,0.16,119600
Parhelion II,0.16,37387
Idol of Oblivion,0.16,269034
Deadbridge Chant,0.16,32005
Shore Up,0.16,44512
Mind Spiral,0.16,3085
Rubblebelt Maverick,0.16,1661
Lethal Throwdown,0.16,1904
Vexing Radgull,0.16,18541
Diregraf Captain,0.16,52651
Bloodforged Battle-Axe,0.16,58266
Bladewing the Risen,0.16,33168
Deadly Dispute,0.16,327785
Eldrazi Linebreaker,0.16,7027
Tinder Wall,0.16,37097
Idolized,0.16,25086
"Izoni, Thousand-Eyed",0.15,25196
Flood Plain,0.15,24205
Retreat to Kazandu,0.15,45877
Archway of Innovation,0.15,57438
Kami of the Crescent Moon,0.15,55575
Starnheim Courser,0.15,41425
Phyrexian Delver,0.15,34495
Mentor of the Meek,0.15,154262
Knight of the White Orchid,0.15,149425
Dinosaurs on a Spaceship,0.15,20466
Search for Survivors,0.15,205
Muck Drubb,0.15,4606
"Neheb, the Worthy",0.15,2309
Malefic Scythe,0.15,1928
Bone Harvest,0.15,5162
Energy Tap,0.15,9137
Curse of Oblivion,0.15,2476
Demonic Gifts,0.15,9844
Hoofprints of the Stag,0.15,6308
Hollow Warrior,0.15,25
Spring-Leaf Avenger,0.15,15069
Nissa's Zendikon,0.15,1452
Feint,0.15,127
Capricious Sliver,0.15,6192
Thundercloud Elemental,0.15,93
Spoils of Blood,0.15,3994
Defiant Salvager,0.15,1975
Aladdin's Lamp,0.15,705
Bloodfire Mentor,0.15,108
Prismatic Ending,0.15,3100
Sapphire Charm,0.15,2812
Reckless Assault,0.15,101
"Ajani, Wise Counselor",0.15,3264
Mirran Mettle,0.15,184
Murk Strider,0.15,439
Thornmantle Striker,0.15,827
Talion's Messenger,0.15,8643
Petrified Wood-Kin,0.15,266
Silverstorm Samurai,0.15,659
Geist of the Lonely Vigil,0.15,161
Glass-Cast Heart,0.15,24666
Riot Ringleader,0.15,280
Dutiful Replicator,0.15,4838
Tuktuk Rubblefort,0.15,13791
Release to the Wind,0.15,8978
Undead Gladiator,0.15,2920
Frostfist Strider,0.15,1034
Skirk Ridge Exhumer,0.15,642
Tomb of Horrors Adventurer,0.15,19586
Taunting Challenge,0.15,174
Path of Discovery,0.15,22322
Essence Reliquary,0.15,2197
Deep-Sea Kraken,0.15,22712
"Licia, Sanguine Tribune",0.15,1850
Scaleguard Sentinels,0.15,197
Sleep of the Dead,0.15,1078
"Nissa, Nature's Artisan",0.15,2310
Make Disappear,0.15,5092
Saheeli Rai,0.15,15750
Woodlurker Mimic,0.15,113
Seismic Elemental,0.15,308
Steelclad Serpent,0.15,87
Day of Destiny,0.15,17169
Ongoing Investigation,0.15,10882
Chromanticore,0.15,9894
Angelic Benediction,0.15,4777
Triton Shorestalker,0.15,54645
Inscription of Ruin,0.15,1436
Futurist Sentinel,0.15,1654
Deathless Behemoth,0.15,1517
Jungle Wayfinder,0.15,1106
Lightning Skelemental,0.15,6293
Servant of the Scale,0.15,2367
Haunted Cadaver,0.15,291
Prosthetic Injector,0.15,9388
Gruul Spellbreaker,0.15,1942
Honored Hydra,0.15,2416
Stadium Vendors,0.15,617
Scour the Desert,0.15,1043
"Karn, Silver Golem",0.15,5710
Netter en-Dal,0.15,133
Sudden Insight,0.15,896
Tidal Visionary,0.15,1128
Incendiary Flow,0.15,1412
Deathbellow War Cry,0.15,2866
Unhallowed Phalanx,0.15,6208
True Love's Kiss,0.15,2223
Ironclad Slayer,0.15,6733
Mardu Strike Leader,0.15,8180
Temper,0.15,138
Essence of the Wild,0.15,625
Long Goodbye,0.15,6922
Path of Anger's Flame,0.15,432
Twin-Silk Spider,0.15,12245
Dross Prowler,0.15,95
The Blackstaff of Waterdeep,0.15,1724
Burden of Greed,0.15,166
Corrupt,0.15,8848
Resistance Fighter,0.15,191
Golgari Raiders,0.15,1070
Eldrazi Repurposer,0.15,7447
Noxious Grasp,0.15,392
Lithoform Blight,0.15,2006
Hollowhenge Spirit,0.15,359
Waterfront Bouncer,0.15,1964
Regna's Sanction,0.15,4133
Grisly Sigil,0.15,703
Ghoulcaller's Harvest,0.15,2321
Song of Inspiration,0.15,2726
Sprite Noble,0.15,4904
Pathmaker Initiate,0.15,1755
The Black Breath,0.15,9466
Skyline Despot,0.15,36407
Myr Mindservant,0.15,3414
Grim Return,0.15,5963
Feast of Succession,0.15,4590
Obsidian Fireheart,0.15,2703
Board the Weatherlight,0.15,2497
Ever-Watching Threshold,0.15,9812
Scrying Glass,0.15,169
Ethersworn Adjudicator,0.15,14356
Cartouche of Strength,0.15,9265
Headlong Rush,0.15,186
Quirion Druid,0.15,498
Ronin Cliffrider,0.15,1071
Gretchen Titchwillow,0.15,11999
Squee's Toy,0.15,1661
Pilfer,0.15,7838
Celestial Judgment,0.15,2589
Juvenile Gloomwidow,0.15,3629
Tamiyo Meets the Story Circle,0.15,2155
Magus of the Jar,0.15,3349
Trickster Mage,0.15,823
Manticore Eternal,0.15,328
Elvish Warrior,0.15,2323
Retaliator Griffin,0.15,1269
Silverfur Partisan,0.15,10504
Blight Mamba,0.15,15138
Chant of Vitu-Ghazi,0.15,6006
Corpse Churn,0.15,13215
Force of Nature,0.15,247
Necropede,0.15,9655
Festival Crasher,0.15,1075
Azorius Charm,0.15,16112
Artifact Mutation,0.15,52560
Thrull Surgeon,0.15,243
Burr Grafter,0.15,251
Discordant Dirge,0.15,119
Draconic Destiny,0.15,9235
Hero of Goma Fada,0.15,2946
Moodmark Painter,0.15,448
Plague Spores,0.15,80
Sharktocrab,0.15,4453
Long Rest,0.15,2996
Rootcast Apprenticeship,0.15,22039
Deeproot Pilgrimage,0.15,20483
Kolaghan's Command,0.15,29443
Bayek of Siwa,0.15,19860
Murderous Rider,0.15,67911
Moldervine Reclamation,0.15,102986
Mosswort Bridge,0.15,285653
Mirrex,0.15,47204
Shivan Devastator,0.15,31307
"Sorin, Vengeful Bloodlord",0.15,23752
Mechtitan Core,0.15,25973
Broadside Bombardiers,0.15,15386
"Muerra, Trash Tactician",0.15,3818
Good-Fortune Unicorn,0.15,32787
"Ao, the Dawn Sky",0.15,27347
Bounty Board,0.15,13810
Rally the Ranks,0.15,26963
Brass's Tunnel-Grinder,0.15,57659
Refurbished Familiar,0.15,9680
Brass Knuckles,0.15,20850
Honored Dreyleader,0.15,19259
"Dogmeat, Ever Loyal",0.15,1964
Charnel Serenade,0.15,8403
The Caves of Androzani,0.15,2394
Sylvan Scrying,0.15,78264
Sumala Rumblers,0.15,1448
Pyrogoyf,0.15,10534
Collector's Cage,0.15,4486
Blacksmith's Talent,0.15,16790
Mist Dancer,0.15,18277
Regal Force,0.15,31688
Baleful Mastery,0.15,80919
Warden of Evos Isle,0.15,23856
Guiltfeeder,0.15,17255
Axebane Guardian,0.15,24642
Goldfury Strider,0.15,624
Zenith Chronicler,0.15,37547
Hallowed Fountain,0.15,511808
"Iymrith, Desert Doom",0.15,25573
Rising of the Day,0.15,134623
Duskshell Crawler,0.15,48660
Blacksmith's Skill,0.15,46758
Hungering Hydra,0.15,33796
Elanor Gardner,0.15,31453
Beastcaller Savant,0.15,23475
Reckless Handling,0.15,44928
Demonic Ruckus,0.15,11161
Fireglass Mentor,0.15,6445
Foreboding Steamboat,0.15,2762
"Wayta, Trainer Prodigy",0.15,6770
Gourmand's Talent,0.15,9531
Unnatural Restoration,0.15,82453
Claim Jumper,0.15,40142
Ancestral Mask,0.15,55296
Metallic Mimic,0.15,81939
Lavaspur Boots,0.15,58767
Dispatch,0.15,128110
Strength in Numbers,0.15,1561
Belligerent Yearling,0.15,11361
Oversold Cemetery,0.15,58411
Lively Dirge,0.15,34677
Ember Shot,0.15,99
Madame Vastra,0.15,1718
"Ace, Fearless Rebel",0.15,1401
Make a Stand,0.15,34172
"Rammas Echor, Ancient Shield",0.15,18615
"Eivor, Wolf-Kissed",0.15,5414
Pinpoint Avalanche,0.15,40
Gala Greeters,0.15,78648
Baneslayer Angel,0.15,24055
Temple of Epiphany,0.15,243556
Hadana's Climb,0.15,22390
"Astarion, the Decadent",0.15,23352
Tail Swipe,0.15,30078
Land Cap,0.15,205
The Surgical Bay,0.15,13183
Morbid Opportunist,0.15,176327
"Preston Garvey, Minuteman",0.15,3490
Commander Mustard,0.15,3745
Visage of Dread,0.15,1909
Lion Umbra,0.15,21845
Flotsam // Jetsam,0.15,2479
Reasonable Doubt,0.15,2332
Bark-Knuckle Boxer,0.15,3051
The Thirteenth Doctor,0.15,18001
Expel the Unworthy,0.15,563
Into the Time Vortex,0.15,15757
Naturalize,0.15,49129
Halo Forager,0.15,26288
Contaminated Landscape,0.15,33345
Abrade,0.15,322833
Mortify,0.15,150977
Time of Need,0.15,19823
Deathbringer Regent,0.15,17335
"Treebeard, Gracious Host",0.15,30226
Song of Stupefaction,0.15,570
Hashep Oasis,0.15,26008
Step Through,0.15,34727
Basking Capybara,0.15,919
Tarmogoyf Nest,0.15,10256
Unsummon,0.15,30775
"Senu, Keen-Eyed Protector",0.15,13522
Seal of Primordium,0.15,37490
Millikin,0.15,56618
Sakura-Tribe Elder,0.15,487424
Get a Leg Up,0.15,4655
Crystal Quarry,0.15,14861
Rustvale Bridge,0.15,64937
Invigorating Hot Spring,0.15,30238
Forger's Foundry,0.15,9572
Maelstrom Colossus,0.15,19361
Gorgon's Head,0.15,20013
Pestilent Syphoner,0.15,19079
Ice Tunnel,0.15,34128
Memory Vampire,0.15,806
Stitcher's Supplier,0.15,93579
Thunder Salvo,0.15,1817
Bloodghast,0.15,65496
"Goro-Goro, Disciple of Ryusei",0.15,44471
Unholy Grotto,0.15,29354
Decaying Time Loop,0.15,9848
Riveteers Charm,0.15,18485
One Last Job,0.15,7349
Dan Lewis,0.15,1613
Jailbreak Scheme,0.15,2445
Sunfire Torch,0.15,935
"Jadar, Ghoulcaller of Nephalia",0.15,66870
"Domri, Anarch of Bolas",0.15,42357
Crowd-Control Warden,0.15,901
Vizier of Tumbling Sands,0.15,33473
Preacher of the Schism,0.15,20828
Kylox's Voltstrider,0.15,878
Rivendell,0.15,113709
Enthusiastic Mechanaut,0.15,53147
Displace,0.15,44522
Druid's Call,0.15,7004
Dreadship Reef,0.15,10000
Promise of Aclazotz,0.15,13707
Long River Lurker,0.15,10829
Old Rutstein,0.15,28085
Outpost Siege,0.15,56877
Eureka Moment,0.15,51252
Tranquil Garden,0.15,711
Golgari Guildgate,0.15,75048
Gingerbrute,0.15,67472
"Cadira, Caller of the Small",0.14,28935
Barad-dûr,0.14,63717
"Mavren Fein, Dusk Apostle",0.14,31073
"Danitha Capashen, Paragon",0.14,98464
Rip Apart,0.14,43541
Inspiring Leader,0.14,50521
Ornithopter,0.14,112008
Power of Persuasion,0.14,4367
Dictate of Kruphix,0.14,52546
Growth Spiral,0.14,281421
Big Score,0.14,254754
Pre-War Formalwear,0.14,10312
Iridescent Vinelasher,0.14,23519
Heart of Yavimaya,0.14,575
Dreadmaw's Ire,0.14,14408
Thijarian Witness,0.14,897
Gary Clone,0.14,5294
Wizard Class,0.14,118678
Distant Melody,0.14,138520
Food Fight,0.14,1347
Witch's Mark,0.14,28243
Dictate of Karametra,0.14,18569
Greater Werewolf,0.14,71
Massive Raid,0.14,16209
Vedalken Entrancer,0.14,360
Soultether Golem,0.14,326
Flesh // Blood,0.14,1568
Forethought Amulet,0.14,29
Fated Return,0.14,7771
Map the Frontier,0.14,23624
Baloth Cage Trap,0.14,739
Doomed Necromancer,0.14,32951
Perilous Predicament,0.14,296
Soratami Cloud Chariot,0.14,207
Araumi of the Dead Tide,0.14,6439
"Rienne, Angel of Rebirth",0.14,16723
Mercurial Geists,0.14,438
"Viconia, Drow Apostate",0.14,9068
Golden Egg,0.14,11170
Su-Chi Cave Guard,0.14,8411
Rapid Decay,0.14,293
Soul Partition,0.14,21115
Not on My Watch,0.14,3354
Wei Elite Companions,0.14,177
Crown of Ascension,0.14,368
Carnival Hellsteed,0.14,733
Congregation Gryff,0.14,1884
Rakdos Keyrune,0.14,4676
Squirrel Mob,0.14,15722
Triplicate Spirits,0.14,4443
Utopia Mycon,0.14,21198
Smelt-Ward Ignus,0.14,281
Dust Animus,0.14,4375
Primeval Herald,0.14,21855
Avenging Huntbonder,0.14,5840
Cleaver Riot,0.14,1453
Endbringer's Revel,0.14,679
Faceless Butcher,0.14,2632
Vizier of Many Faces,0.14,24005
Chillerpillar,0.14,1410
Hexgold Slash,0.14,701
Tempt with Glory,0.14,2527
Mouse Trapper,0.14,3824
Nylea's Huntmaster,0.14,535
Said // Done,0.14,3507
Flensing Raptor,0.14,5716
Gorilla Berserkers,0.14,4137
Synod Sanctum,0.14,1668
"Polukranos, Unchained",0.14,7547
Armor of Shadows,0.14,15139
Kodama of the South Tree,0.14,1768
Misthoof Kirin,0.14,96
Beast Walkers,0.14,84
Gruul War Plow,0.14,3129
Ill-Tempered Loner,0.14,15834
Frontline Strategist,0.14,1000
Clan Crafter,0.14,8141
"Ishkanah, Grafwidow",0.14,14608
Ingenious Prodigy,0.14,27930
Imposing Visage,0.14,476
Wild Growth,0.14,292443
Cloak and Dagger,0.14,8680
Shapers of Nature,0.14,2004
Drag to the Underworld,0.14,6890
Talon Sliver,0.14,3835
Obelisk of Alara,0.14,507
Gimli's Axe,0.14,7607
Premature Burial,0.14,127
Phyrexian Broodlings,0.14,262
Rakish Revelers,0.14,1210
Diamond Lion,0.14,5881
Fendeep Summoner,0.14,708
Wing Splicer,0.14,10114
Spitting Sliver,0.14,904
"Tajic, Blade of the Legion",0.14,10125
Burn from Within,0.14,5632
Poison the Blade,0.14,9249
Nature's Way,0.14,9902
Train of Thought,0.14,957
Unwavering Initiate,0.14,223
Ambitious Dragonborn,0.14,6113
Arc Spitter,0.14,2384
Schema Thief,0.14,11438
Dermoplasm,0.14,408
Cavalier of Thorns,0.14,7956
Breaking of the Fellowship,0.14,6516
Elven Riders,0.14,296
Phantom Centaur,0.14,357
Urborg Elf,0.14,2407
Supreme Phantom,0.14,10188
Overgrown Armasaur,0.14,2892
Sun-Crowned Hunters,0.14,3969
Makindi Aeronaut,0.14,271
Collapsing Borders,0.14,582
Impetuous Protege,0.14,299
Sleep-Cursed Faerie,0.14,3254
Hope Charm,0.14,236
Aurora Champion,0.14,219
Quarry Hauler,0.14,335
Inscription of Abundance,0.14,51299
Guardian of Vitu-Ghazi,0.14,141
Sprite Dragon,0.14,20279
Silverquill Lecturer,0.14,3984
Cursebreak,0.14,863
Animal Friend,0.14,7281
Aim for the Head,0.14,604
Cavern Whisperer,0.14,9085
Centaur's Herald,0.14,425
Ondu Champion,0.14,2164
Time and Tide,0.14,272
Nomads en-Kor,0.14,2978
Cease // Desist,0.14,587
Magmaw,0.14,517
Trudge Garden,0.14,11084
Structural Distortion,0.14,560
Paradise Mantle,0.14,43889
Arms of Hadar,0.14,1264
Vertigo Spawn,0.14,335
Lapis Orb of Dragonkind,0.14,19418
Stave Off,0.14,2836
Invasion of Lorwyn,0.14,2420
Cultbrand Cinder,0.14,89
Lucky Offering,0.14,4312
Realm Seekers,0.14,10333
Mirrorshell Crab,0.14,10004
Historian's Boon,0.14,18281
Curse of Clinging Webs,0.14,15505
Uncage the Menagerie,0.14,4876
